x,y,w_r,w_l
6.9811,-2.9090,0.7392,0.7392
6.9761,-2.9091,0.7370,0.7370
6.9709,-2.9095,0.7347,0.7347
6.9657,-2.9100,0.7325,0.7325
6.9605,-2.9105,0.7303,0.7303
6.9553,-2.9108,0.7281,0.7281
6.9503,-2.9110,0.7259,0.7259
6.9454,-2.9108,0.7236,0.7236
6.9406,-2.9101,0.7214,0.7214
6.9361,-2.9089,0.7222,0.7222
6.9319,-2.9071,0.7234,0.7234
6.9279,-2.9047,0.7246,0.7246
6.9240,-2.9020,0.7258,0.7258
6.9203,-2.8988,0.7270,0.7270
6.9168,-2.8952,0.7282,0.7282
6.9134,-2.8914,0.7294,0.7294
6.9101,-2.8874,0.7306,0.7306
6.9068,-2.8831,0.7318,0.7318
6.9036,-2.8788,0.7331,0.7331
6.9005,-2.8743,0.7343,0.7343
6.8973,-2.8699,0.7355,0.7355
6.8941,-2.8655,0.7367,0.7367
6.8909,-2.8612,0.7379,0.7379
6.8876,-2.8570,0.7394,0.7394
6.8843,-2.8530,0.7411,0.7411
6.8809,-2.8491,0.7427,0.7427
6.8774,-2.8454,0.7444,0.7444
6.8739,-2.8418,0.7460,0.7460
6.8704,-2.8383,0.7477,0.7477
6.8668,-2.8348,0.7493,0.7493
6.8632,-2.8314,0.7510,0.7510
6.8596,-2.8280,0.7526,0.7526
6.8560,-2.8247,0.7543,0.7543
6.8524,-2.8214,0.7559,0.7559
6.8487,-2.8181,0.7576,0.7576
6.8451,-2.8148,0.7592,0.7592
6.8415,-2.8114,0.7609,0.7609
6.8379,-2.8080,0.7624,0.7624
6.8343,-2.8045,0.7638,0.7638
6.8308,-2.8010,0.7651,0.7651
6.8273,-2.7975,0.7665,0.7665
6.8237,-2.7939,0.7679,0.7679
6.8202,-2.7903,0.7693,0.7693
6.8167,-2.7867,0.7706,0.7706
6.8132,-2.7831,0.7720,0.7720
6.8097,-2.7795,0.7734,0.7734
6.8062,-2.7759,0.7748,0.7748
6.8027,-2.7724,0.7761,0.7761
6.7991,-2.7688,0.7775,0.7775
6.7956,-2.7653,0.7789,0.7789
6.7920,-2.7619,0.7803,0.7803
6.7884,-2.7585,0.7813,0.7813
6.7848,-2.7552,0.7820,0.7820
6.7811,-2.7518,0.7827,0.7827
6.7775,-2.7486,0.7834,0.7834
6.7739,-2.7453,0.7840,0.7840
6.7702,-2.7420,0.7847,0.7847
6.7666,-2.7386,0.7854,0.7854
6.7630,-2.7352,0.7861,0.7861
6.7595,-2.7318,0.7867,0.7867
6.7559,-2.7282,0.7874,0.7874
6.7524,-2.7246,0.7881,0.7881
6.7490,-2.7208,0.7888,0.7888
6.7456,-2.7170,0.7894,0.7894
6.7423,-2.7129,0.7901,0.7901
6.7390,-2.7087,0.7904,0.7904
6.7358,-2.7043,0.7898,0.7898
6.7327,-2.6998,0.7893,0.7893
6.7295,-2.6953,0.7887,0.7887
6.7264,-2.6908,0.7881,0.7881
6.7232,-2.6864,0.7876,0.7876
6.7200,-2.6821,0.7870,0.7870
6.7167,-2.6780,0.7865,0.7865
6.7133,-2.6742,0.7859,0.7859
6.7098,-2.6707,0.7853,0.7853
6.7061,-2.6675,0.7848,0.7848
6.7022,-2.6648,0.7842,0.7842
6.6981,-2.6626,0.7837,0.7837
6.6938,-2.6609,0.7831,0.7831
6.6892,-2.6599,0.7826,0.7826
6.6844,-2.6594,0.7826,0.7826
6.6794,-2.6595,0.7826,0.7826
6.6742,-2.6599,0.7826,0.7826
6.6690,-2.6605,0.7826,0.7826
6.6637,-2.6611,0.7826,0.7826
6.6585,-2.6617,0.7826,0.7826
6.6534,-2.6619,0.7826,0.7826
6.6484,-2.6618,0.7826,0.7826
6.6437,-2.6611,0.7826,0.7826
6.6393,-2.6597,0.7825,0.7825
6.6352,-2.6575,0.7821,0.7821
6.6314,-2.6547,0.7816,0.7816
6.6278,-2.6512,0.7812,0.7812
6.6244,-2.6473,0.7807,0.7807
6.6212,-2.6431,0.7803,0.7803
6.6180,-2.6387,0.7798,0.7798
6.6149,-2.6341,0.7794,0.7794
6.6117,-2.6296,0.7789,0.7789
6.6085,-2.6253,0.7785,0.7785
6.6052,-2.6212,0.7780,0.7780
6.6017,-2.6175,0.7776,0.7776
6.5981,-2.6143,0.7771,0.7771
6.5941,-2.6118,0.7766,0.7766
6.5899,-2.6100,0.7762,0.7762
6.5853,-2.6090,0.7769,0.7769
6.5804,-2.6087,0.7775,0.7775
6.5753,-2.6089,0.7782,0.7782
6.5701,-2.6094,0.7788,0.7788
6.5648,-2.6101,0.7794,0.7794
6.5595,-2.6108,0.7801,0.7801
6.5543,-2.6113,0.7807,0.7807
6.5493,-2.6114,0.7814,0.7814
6.5444,-2.6110,0.7820,0.7820
6.5399,-2.6100,0.7826,0.7826
6.5357,-2.6080,0.7811,0.7811
6.5318,-2.6054,0.7796,0.7796
6.5281,-2.6021,0.7781,0.7781
6.5247,-2.5983,0.7766,0.7766
6.5214,-2.5941,0.7751,0.7751
6.5182,-2.5897,0.7736,0.7736
6.5151,-2.5851,0.7722,0.7722
6.5120,-2.5806,0.7707,0.7707
6.5088,-2.5762,0.7692,0.7692
6.5056,-2.5720,0.7677,0.7677
6.5022,-2.5682,0.7662,0.7662
6.4985,-2.5648,0.7647,0.7647
6.4947,-2.5621,0.7632,0.7632
6.4905,-2.5602,0.7617,0.7617
6.4859,-2.5590,0.7629,0.7629
6.4811,-2.5586,0.7643,0.7643
6.4761,-2.5587,0.7658,0.7658
6.4709,-2.5592,0.7673,0.7673
6.4656,-2.5599,0.7687,0.7687
6.4603,-2.5606,0.7702,0.7702
6.4550,-2.5612,0.7717,0.7717
6.4499,-2.5614,0.7731,0.7731
6.4451,-2.5611,0.7746,0.7746
6.4405,-2.5602,0.7761,0.7761
6.4362,-2.5584,0.7741,0.7741
6.4323,-2.5558,0.7718,0.7718
6.4286,-2.5526,0.7695,0.7695
6.4251,-2.5489,0.7671,0.7671
6.4218,-2.5447,0.7648,0.7648
6.4187,-2.5403,0.7625,0.7625
6.4155,-2.5358,0.7602,0.7602
6.4124,-2.5312,0.7578,0.7578
6.4093,-2.5268,0.7555,0.7555
6.4060,-2.5226,0.7532,0.7532
6.4026,-2.5187,0.7509,0.7509
6.3990,-2.5153,0.7485,0.7485
6.3952,-2.5125,0.7462,0.7462
6.3911,-2.5104,0.7439,0.7439
6.3866,-2.5091,0.7447,0.7447
6.3818,-2.5086,0.7465,0.7465
6.3768,-2.5087,0.7483,0.7483
6.3716,-2.5091,0.7502,0.7502
6.3663,-2.5098,0.7520,0.7520
6.3610,-2.5105,0.7538,0.7538
6.3558,-2.5111,0.7556,0.7556
6.3506,-2.5114,0.7575,0.7575
6.3457,-2.5112,0.7593,0.7593
6.3411,-2.5103,0.7611,0.7611
6.3368,-2.5087,0.7598,0.7598
6.3328,-2.5062,0.7574,0.7574
6.3291,-2.5031,0.7550,0.7550
6.3256,-2.4995,0.7527,0.7527
6.3223,-2.4954,0.7503,0.7503
6.3191,-2.4911,0.7479,0.7479
6.3159,-2.4865,0.7455,0.7455
6.3128,-2.4820,0.7432,0.7432
6.3097,-2.4775,0.7408,0.7408
6.3064,-2.4732,0.7384,0.7384
6.3031,-2.4693,0.7360,0.7360
6.2995,-2.4658,0.7337,0.7337
6.2957,-2.4629,0.7313,0.7313
6.2916,-2.4606,0.7289,0.7289
6.2872,-2.4592,0.7290,0.7290
6.2825,-2.4586,0.7305,0.7305
6.2775,-2.4585,0.7320,0.7320
6.2724,-2.4588,0.7335,0.7335
6.2671,-2.4594,0.7351,0.7351
6.2618,-2.4601,0.7366,0.7366
6.2566,-2.4608,0.7381,0.7381
6.2514,-2.4611,0.7397,0.7397
6.2465,-2.4611,0.7412,0.7412
6.2417,-2.4604,0.7427,0.7427
6.2373,-2.4591,0.7421,0.7421
6.2332,-2.4569,0.7402,0.7402
6.2293,-2.4541,0.7382,0.7382
6.2257,-2.4508,0.7363,0.7363
6.2222,-2.4471,0.7343,0.7343
6.2189,-2.4430,0.7324,0.7324
6.2157,-2.4387,0.7305,0.7305
6.2125,-2.4343,0.7285,0.7285
6.2094,-2.4299,0.7266,0.7266
6.2062,-2.4255,0.7247,0.7247
6.2029,-2.4214,0.7227,0.7227
6.1995,-2.4176,0.7208,0.7208
6.1959,-2.4142,0.7188,0.7188
6.1921,-2.4113,0.7169,0.7169
6.1880,-2.4090,0.7165,0.7165
6.1837,-2.4074,0.7177,0.7177
6.1791,-2.4063,0.7189,0.7189
6.1743,-2.4058,0.7201,0.7201
6.1694,-2.4057,0.7213,0.7213
6.1643,-2.4059,0.7225,0.7225
6.1590,-2.4065,0.7237,0.7237
6.1537,-2.4073,0.7250,0.7250
6.1483,-2.4083,0.7262,0.7262
6.1428,-2.4094,0.7274,0.7274
6.1374,-2.4105,0.7285,0.7285
6.1319,-2.4116,0.7295,0.7295
6.1265,-2.4126,0.7306,0.7306
6.1211,-2.4135,0.7316,0.7316
6.1159,-2.4141,0.7326,0.7326
6.1108,-2.4143,0.7336,0.7336
6.1058,-2.4142,0.7346,0.7346
6.1010,-2.4137,0.7357,0.7357
6.0965,-2.4127,0.7367,0.7367
6.0921,-2.4111,0.7377,0.7377
6.0881,-2.4088,0.7370,0.7370
6.0843,-2.4060,0.7344,0.7344
6.0807,-2.4026,0.7318,0.7318
6.0772,-2.3987,0.7293,0.7293
6.0739,-2.3946,0.7267,0.7267
6.0707,-2.3903,0.7241,0.7241
6.0676,-2.3859,0.7215,0.7215
6.0644,-2.3815,0.7189,0.7189
6.0612,-2.3771,0.7164,0.7164
6.0579,-2.3731,0.7138,0.7138
6.0544,-2.3693,0.7112,0.7112
6.0508,-2.3660,0.7086,0.7086
6.0470,-2.3632,0.7060,0.7060
6.0429,-2.3610,0.7035,0.7035
6.0384,-2.3596,0.7017,0.7017
6.0337,-2.3589,0.7015,0.7015
6.0287,-2.3589,0.7014,0.7014
6.0236,-2.3592,0.7012,0.7012
6.0183,-2.3598,0.7010,0.7010
6.0131,-2.3605,0.7008,0.7008
6.0078,-2.3611,0.7007,0.7007
6.0026,-2.3615,0.7005,0.7005
5.9977,-2.3614,0.7003,0.7003
5.9929,-2.3608,0.7001,0.7001
5.9885,-2.3594,0.6988,0.6988
5.9844,-2.3572,0.6952,0.6952
5.9806,-2.3544,0.6917,0.6917
5.9770,-2.3509,0.6882,0.6882
5.9737,-2.3470,0.6846,0.6846
5.9704,-2.3427,0.6811,0.6811
5.9673,-2.3383,0.6776,0.6776
5.9641,-2.3337,0.6740,0.6740
5.9610,-2.3292,0.6705,0.6705
5.9578,-2.3249,0.6669,0.6669
5.9545,-2.3208,0.6634,0.6634
5.9510,-2.3171,0.6599,0.6599
5.9473,-2.3140,0.6563,0.6563
5.9434,-2.3115,0.6528,0.6528
5.9391,-2.3097,0.6500,0.6500
5.9345,-2.3088,0.6500,0.6500
5.9296,-2.3085,0.6500,0.6500
5.9245,-2.3087,0.6500,0.6500
5.9193,-2.3092,0.6500,0.6500
5.9140,-2.3099,0.6500,0.6500
5.9087,-2.3105,0.6500,0.6500
5.9035,-2.3110,0.6500,0.6500
5.8985,-2.3112,0.6500,0.6500
5.8936,-2.3108,0.6500,0.6500
5.8891,-2.3097,0.6493,0.6493
5.8848,-2.3079,0.6457,0.6457
5.8809,-2.3053,0.6422,0.6422
5.8772,-2.3022,0.6386,0.6386
5.8736,-2.2986,0.6351,0.6351
5.8703,-2.2947,0.6316,0.6316
5.8670,-2.2905,0.6280,0.6280
5.8638,-2.2861,0.6245,0.6245
5.8607,-2.2816,0.6210,0.6210
5.8575,-2.2773,0.6174,0.6174
5.8543,-2.2730,0.6139,0.6139
5.8509,-2.2691,0.6104,0.6104
5.8474,-2.2655,0.6068,0.6068
5.8437,-2.2624,0.6033,0.6033
5.8397,-2.2598,0.6000,0.6000
5.8355,-2.2580,0.6000,0.6000
5.8310,-2.2567,0.6000,0.6000
5.8263,-2.2560,0.6000,0.6000
5.8214,-2.2557,0.6000,0.6000
5.8164,-2.2558,0.6000,0.6000
5.8112,-2.2563,0.6000,0.6000
5.8059,-2.2570,0.6000,0.6000
5.8005,-2.2579,0.6000,0.6000
5.7951,-2.2590,0.6000,0.6000
5.7896,-2.2601,0.6000,0.6000
5.7842,-2.2612,0.6000,0.6000
5.7787,-2.2622,0.6000,0.6000
5.7734,-2.2630,0.6000,0.6000
5.7681,-2.2637,0.6000,0.6000
5.7629,-2.2641,0.6000,0.6000
5.7579,-2.2641,0.6000,0.6000
5.7531,-2.2638,0.6000,0.6000
5.7484,-2.2630,0.6000,0.6000
5.7439,-2.2617,0.6000,0.6000
5.7397,-2.2598,0.5997,0.5997
5.7357,-2.2574,0.5964,0.5964
5.7320,-2.2543,0.5930,0.5930
5.7284,-2.2509,0.5896,0.5896
5.7250,-2.2471,0.5862,0.5862
5.7216,-2.2430,0.5829,0.5829
5.7184,-2.2388,0.5795,0.5795
5.7152,-2.2345,0.5761,0.5761
5.7119,-2.2302,0.5727,0.5727
5.7087,-2.2261,0.5694,0.5694
5.7053,-2.2221,0.5660,0.5660
5.7018,-2.2184,0.5626,0.5626
5.6982,-2.2151,0.5592,0.5592
5.6943,-2.2123,0.5559,0.5559
5.6903,-2.2101,0.5525,0.5525
5.6859,-2.2085,0.5529,0.5529
5.6813,-2.2075,0.5536,0.5536
5.6765,-2.2070,0.5543,0.5543
5.6716,-2.2070,0.5549,0.5549
5.6665,-2.2072,0.5556,0.5556
5.6613,-2.2076,0.5563,0.5563
5.6560,-2.2082,0.5570,0.5570
5.6508,-2.2089,0.5576,0.5576
5.6455,-2.2095,0.5583,0.5583
5.6403,-2.2100,0.5590,0.5590
5.6352,-2.2103,0.5601,0.5601
5.6302,-2.2103,0.5612,0.5612
5.6252,-2.2103,0.5623,0.5623
5.6202,-2.2102,0.5634,0.5634
5.6153,-2.2100,0.5645,0.5645
5.6104,-2.2098,0.5656,0.5656
5.6054,-2.2097,0.5667,0.5667
5.6005,-2.2096,0.5678,0.5678
5.5954,-2.2097,0.5689,0.5689
5.5903,-2.2100,0.5700,0.5700
5.5851,-2.2105,0.5715,0.5715
5.5799,-2.2111,0.5730,0.5730
5.5746,-2.2117,0.5745,0.5745
5.5693,-2.2124,0.5761,0.5761
5.5641,-2.2129,0.5776,0.5776
5.5590,-2.2131,0.5791,0.5791
5.5540,-2.2131,0.5806,0.5806
5.5492,-2.2126,0.5821,0.5821
5.5446,-2.2117,0.5836,0.5836
5.5402,-2.2101,0.5851,0.5851
5.5362,-2.2079,0.5830,0.5830
5.5323,-2.2051,0.5807,0.5807
5.5287,-2.2018,0.5784,0.5784
5.5252,-2.1981,0.5760,0.5760
5.5219,-2.1941,0.5737,0.5737
5.5186,-2.1899,0.5714,0.5714
5.5154,-2.1856,0.5690,0.5690
5.5122,-2.1812,0.5667,0.5667
5.5090,-2.1770,0.5644,0.5644
5.5056,-2.1729,0.5621,0.5621
5.5022,-2.1691,0.5597,0.5597
5.4986,-2.1657,0.5574,0.5574
5.4948,-2.1628,0.5551,0.5551
5.4908,-2.1604,0.5527,0.5527
5.4865,-2.1587,0.5528,0.5528
5.4820,-2.1576,0.5535,0.5535
5.4772,-2.1570,0.5542,0.5542
5.4723,-2.1569,0.5548,0.5548
5.4672,-2.1571,0.5555,0.5555
5.4620,-2.1575,0.5562,0.5562
5.4568,-2.1581,0.5569,0.5569
5.4515,-2.1588,0.5575,0.5575
5.4462,-2.1594,0.5582,0.5582
5.4410,-2.1599,0.5589,0.5589
5.4359,-2.1602,0.5599,0.5599
5.4308,-2.1604,0.5610,0.5610
5.4258,-2.1603,0.5621,0.5621
5.4209,-2.1602,0.5632,0.5632
5.4160,-2.1600,0.5643,0.5643
5.4110,-2.1599,0.5654,0.5654
5.4061,-2.1597,0.5666,0.5666
5.4011,-2.1596,0.5677,0.5677
5.3961,-2.1597,0.5688,0.5688
5.3910,-2.1599,0.5699,0.5699
5.3858,-2.1604,0.5711,0.5711
5.3806,-2.1610,0.5724,0.5724
5.3753,-2.1616,0.5737,0.5737
5.3700,-2.1623,0.5750,0.5750
5.3648,-2.1628,0.5763,0.5763
5.3597,-2.1631,0.5776,0.5776
5.3547,-2.1631,0.5789,0.5789
5.3498,-2.1627,0.5802,0.5802
5.3452,-2.1618,0.5815,0.5815
5.3408,-2.1603,0.5828,0.5828
5.3367,-2.1582,0.5813,0.5813
5.3328,-2.1555,0.5792,0.5792
5.3291,-2.1523,0.5770,0.5770
5.3256,-2.1487,0.5748,0.5748
5.3223,-2.1447,0.5726,0.5726
5.3190,-2.1405,0.5704,0.5704
5.3158,-2.1362,0.5682,0.5682
5.3126,-2.1319,0.5661,0.5661
5.3093,-2.1277,0.5639,0.5639
5.3060,-2.1235,0.5617,0.5617
5.3026,-2.1197,0.5595,0.5595
5.2991,-2.1162,0.5573,0.5573
5.2953,-2.1132,0.5552,0.5552
5.2914,-2.1107,0.5530,0.5530
5.2871,-2.1088,0.5527,0.5527
5.2826,-2.1076,0.5534,0.5534
5.2779,-2.1069,0.5541,0.5541
5.2730,-2.1066,0.5547,0.5547
5.2680,-2.1067,0.5554,0.5554
5.2628,-2.1071,0.5561,0.5561
5.2576,-2.1077,0.5568,0.5568
5.2523,-2.1084,0.5574,0.5574
5.2470,-2.1091,0.5581,0.5581
5.2417,-2.1098,0.5588,0.5588
5.2365,-2.1103,0.5590,0.5590
5.2313,-2.1107,0.5590,0.5590
5.2262,-2.1110,0.5590,0.5590
5.2212,-2.1111,0.5590,0.5590
5.2162,-2.1111,0.5590,0.5590
5.2112,-2.1110,0.5590,0.5590
5.2063,-2.1108,0.5590,0.5590
5.2014,-2.1106,0.5590,0.5590
5.1965,-2.1104,0.5590,0.5590
5.1916,-2.1101,0.5590,0.5590
5.1867,-2.1098,0.5576,0.5576
5.1818,-2.1095,0.5556,0.5556
5.1769,-2.1093,0.5535,0.5535
5.1720,-2.1091,0.5515,0.5515
5.1670,-2.1090,0.5494,0.5494
5.1621,-2.1089,0.5474,0.5474
5.1571,-2.1090,0.5453,0.5453
5.1520,-2.1091,0.5433,0.5433
5.1469,-2.1094,0.5412,0.5412
5.1417,-2.1098,0.5392,0.5392
5.1364,-2.1104,0.5374,0.5374
5.1312,-2.1111,0.5357,0.5357
5.1259,-2.1118,0.5341,0.5341
5.1206,-2.1125,0.5324,0.5324
5.1154,-2.1130,0.5308,0.5308
5.1102,-2.1133,0.5291,0.5291
5.1052,-2.1133,0.5275,0.5275
5.1004,-2.1129,0.5258,0.5258
5.0958,-2.1120,0.5242,0.5242
5.0914,-2.1106,0.5225,0.5225
5.0872,-2.1085,0.5238,0.5238
5.0833,-2.1058,0.5264,0.5264
5.0796,-2.1027,0.5290,0.5290
5.0761,-2.0990,0.5316,0.5316
5.0728,-2.0951,0.5343,0.5343
5.0695,-2.0910,0.5369,0.5369
5.0663,-2.0867,0.5395,0.5395
5.0631,-2.0823,0.5421,0.5421
5.0598,-2.0781,0.5447,0.5447
5.0565,-2.0740,0.5473,0.5473
5.0531,-2.0701,0.5500,0.5500
5.0496,-2.0666,0.5526,0.5526
5.0459,-2.0635,0.5552,0.5552
5.0419,-2.0610,0.5578,0.5578
5.0377,-2.0590,0.5587,0.5587
5.0332,-2.0578,0.5580,0.5580
5.0285,-2.0570,0.5573,0.5573
5.0237,-2.0567,0.5566,0.5566
5.0186,-2.0568,0.5560,0.5560
5.0135,-2.0571,0.5553,0.5553
5.0082,-2.0577,0.5546,0.5546
5.0030,-2.0584,0.5539,0.5539
4.9977,-2.0591,0.5533,0.5533
4.9924,-2.0597,0.5526,0.5526
4.9872,-2.0603,0.5521,0.5521
4.9820,-2.0606,0.5519,0.5519
4.9770,-2.0608,0.5517,0.5517
4.9719,-2.0609,0.5515,0.5515
4.9669,-2.0609,0.5512,0.5512
4.9620,-2.0608,0.5510,0.5510
4.9570,-2.0606,0.5508,0.5508
4.9521,-2.0604,0.5506,0.5506
4.9472,-2.0602,0.5503,0.5503
4.9423,-2.0601,0.5501,0.5501
4.9373,-2.0599,0.5500,0.5500
4.9323,-2.0598,0.5500,0.5500
4.9274,-2.0598,0.5500,0.5500
4.9224,-2.0598,0.5500,0.5500
4.9174,-2.0598,0.5500,0.5500
4.9124,-2.0598,0.5500,0.5500
4.9073,-2.0599,0.5500,0.5500
4.9023,-2.0599,0.5500,0.5500
4.8973,-2.0599,0.5500,0.5500
4.8923,-2.0600,0.5500,0.5500
4.8873,-2.0600,0.5500,0.5500
4.8823,-2.0600,0.5500,0.5500
4.8773,-2.0600,0.5500,0.5500
4.8723,-2.0600,0.5500,0.5500
4.8673,-2.0600,0.5500,0.5500
4.8623,-2.0600,0.5500,0.5500
4.8573,-2.0600,0.5500,0.5500
4.8523,-2.0600,0.5500,0.5500
4.8473,-2.0600,0.5500,0.5500
4.8423,-2.0600,0.5500,0.5500
4.8373,-2.0600,0.5494,0.5494
4.8322,-2.0601,0.5482,0.5482
4.8272,-2.0601,0.5471,0.5471
4.8222,-2.0602,0.5459,0.5459
4.8172,-2.0602,0.5448,0.5448
4.8122,-2.0602,0.5436,0.5436
4.8072,-2.0602,0.5425,0.5425
4.8022,-2.0602,0.5413,0.5413
4.7972,-2.0602,0.5402,0.5402
4.7922,-2.0601,0.5390,0.5390
4.7873,-2.0599,0.5376,0.5376
4.7824,-2.0597,0.5360,0.5360
4.7774,-2.0596,0.5343,0.5343
4.7725,-2.0594,0.5327,0.5327
4.7676,-2.0592,0.5310,0.5310
4.7626,-2.0591,0.5294,0.5294
4.7576,-2.0591,0.5277,0.5277
4.7526,-2.0592,0.5261,0.5261
4.7475,-2.0594,0.5244,0.5244
4.7423,-2.0598,0.5228,0.5228
4.7371,-2.0603,0.5213,0.5213
4.7318,-2.0610,0.5201,0.5201
4.7265,-2.0617,0.5189,0.5189
4.7213,-2.0624,0.5177,0.5177
4.7160,-2.0629,0.5165,0.5165
4.7109,-2.0632,0.5153,0.5153
4.7059,-2.0633,0.5141,0.5141
4.7010,-2.0630,0.5129,0.5129
4.6963,-2.0622,0.5117,0.5117
4.6919,-2.0608,0.5104,0.5104
4.6877,-2.0588,0.5116,0.5116
4.6838,-2.0562,0.5146,0.5146
4.6801,-2.0531,0.5176,0.5176
4.6766,-2.0495,0.5205,0.5205
4.6732,-2.0456,0.5235,0.5235
4.6699,-2.0415,0.5265,0.5265
4.6667,-2.0372,0.5295,0.5295
4.6634,-2.0329,0.5325,0.5325
4.6602,-2.0286,0.5355,0.5355
4.6569,-2.0245,0.5385,0.5385
4.6535,-2.0206,0.5415,0.5415
4.6500,-2.0170,0.5445,0.5445
4.6463,-2.0139,0.5475,0.5475
4.6424,-2.0113,0.5505,0.5505
4.6382,-2.0092,0.5522,0.5522
4.6338,-2.0079,0.5519,0.5519
4.6291,-2.0071,0.5517,0.5517
4.6243,-2.0067,0.5515,0.5515
4.6193,-2.0068,0.5513,0.5513
4.6141,-2.0071,0.5510,0.5510
4.6089,-2.0076,0.5508,0.5508
4.6036,-2.0083,0.5506,0.5506
4.5983,-2.0090,0.5504,0.5504
4.5931,-2.0097,0.5501,0.5501
4.5878,-2.0102,0.5501,0.5501
4.5827,-2.0106,0.5503,0.5503
4.5776,-2.0108,0.5505,0.5505
4.5726,-2.0109,0.5508,0.5508
4.5676,-2.0109,0.5510,0.5510
4.5626,-2.0108,0.5512,0.5512
4.5576,-2.0106,0.5515,0.5515
4.5527,-2.0105,0.5517,0.5517
4.5478,-2.0103,0.5519,0.5519
4.5429,-2.0101,0.5521,0.5521
4.5379,-2.0099,0.5526,0.5526
4.5330,-2.0098,0.5532,0.5532
4.5280,-2.0098,0.5539,0.5539
4.5230,-2.0098,0.5546,0.5546
4.5180,-2.0098,0.5553,0.5553
4.5130,-2.0098,0.5559,0.5559
4.5080,-2.0098,0.5566,0.5566
4.5029,-2.0099,0.5573,0.5573
4.4979,-2.0099,0.5580,0.5580
4.4929,-2.0100,0.5586,0.5586
4.4879,-2.0100,0.5590,0.5590
4.4829,-2.0101,0.5590,0.5590
4.4779,-2.0101,0.5590,0.5590
4.4729,-2.0101,0.5590,0.5590
4.4679,-2.0101,0.5590,0.5590
4.4629,-2.0101,0.5590,0.5590
4.4579,-2.0101,0.5590,0.5590
4.4529,-2.0101,0.5590,0.5590
4.4479,-2.0101,0.5590,0.5590
4.4429,-2.0100,0.5590,0.5590
4.4379,-2.0100,0.5587,0.5587
4.4329,-2.0099,0.5581,0.5581
4.4278,-2.0099,0.5574,0.5574
4.4228,-2.0098,0.5567,0.5567
4.4178,-2.0098,0.5560,0.5560
4.4128,-2.0098,0.5554,0.5554
4.4078,-2.0097,0.5547,0.5547
4.4028,-2.0098,0.5540,0.5540
4.3978,-2.0098,0.5533,0.5533
4.3928,-2.0099,0.5527,0.5527
4.3879,-2.0101,0.5522,0.5522
4.3830,-2.0102,0.5519,0.5519
4.3780,-2.0104,0.5517,0.5517
4.3731,-2.0106,0.5515,0.5515
4.3682,-2.0108,0.5513,0.5513
4.3632,-2.0109,0.5510,0.5510
4.3582,-2.0109,0.5508,0.5508
4.3532,-2.0108,0.5506,0.5506
4.3481,-2.0106,0.5504,0.5504
4.3430,-2.0103,0.5501,0.5501
4.3378,-2.0098,0.5500,0.5500
4.3325,-2.0091,0.5500,0.5500
4.3272,-2.0084,0.5500,0.5500
4.3219,-2.0077,0.5500,0.5500
4.3167,-2.0071,0.5500,0.5500
4.3115,-2.0068,0.5500,0.5500
4.3065,-2.0067,0.5500,0.5500
4.3016,-2.0070,0.5500,0.5500
4.2969,-2.0077,0.5500,0.5500
4.2924,-2.0090,0.5500,0.5500
4.2882,-2.0109,0.5503,0.5503
4.2843,-2.0134,0.5509,0.5509
4.2806,-2.0165,0.5515,0.5515
4.2770,-2.0200,0.5522,0.5522
4.2736,-2.0239,0.5528,0.5528
4.2703,-2.0280,0.5535,0.5535
4.2671,-2.0323,0.5541,0.5541
4.2639,-2.0367,0.5547,0.5547
4.2607,-2.0409,0.5554,0.5554
4.2574,-2.0451,0.5560,0.5560
4.2540,-2.0490,0.5567,0.5567
4.2505,-2.0526,0.5573,0.5573
4.2468,-2.0558,0.5579,0.5579
4.2429,-2.0585,0.5586,0.5586
4.2388,-2.0605,0.5593,0.5593
4.2343,-2.0619,0.5604,0.5604
4.2297,-2.0627,0.5616,0.5616
4.2248,-2.0631,0.5627,0.5627
4.2198,-2.0631,0.5638,0.5638
4.2147,-2.0627,0.5649,0.5649
4.2095,-2.0622,0.5660,0.5660
4.2042,-2.0616,0.5671,0.5671
4.1989,-2.0609,0.5682,0.5682
4.1937,-2.0603,0.5693,0.5693
4.1885,-2.0599,0.5705,0.5705
4.1834,-2.0597,0.5720,0.5720
4.1784,-2.0596,0.5736,0.5736
4.1734,-2.0597,0.5751,0.5751
4.1685,-2.0599,0.5766,0.5766
4.1636,-2.0601,0.5781,0.5781
4.1586,-2.0602,0.5796,0.5796
4.1537,-2.0603,0.5811,0.5811
4.1487,-2.0604,0.5827,0.5827
4.1436,-2.0602,0.5842,0.5842
4.1385,-2.0599,0.5857,0.5857
4.1333,-2.0593,0.5871,0.5871
4.1280,-2.0587,0.5886,0.5886
4.1227,-2.0580,0.5901,0.5901
4.1175,-2.0575,0.5916,0.5916
4.1123,-2.0570,0.5931,0.5931
4.1072,-2.0569,0.5945,0.5945
4.1023,-2.0570,0.5960,0.5960
4.0976,-2.0577,0.5975,0.5975
4.0930,-2.0588,0.5990,0.5990
4.0888,-2.0606,0.5991,0.5991
4.0848,-2.0630,0.5962,0.5962
4.0810,-2.0660,0.5933,0.5933
4.0774,-2.0695,0.5904,0.5904
4.0740,-2.0733,0.5875,0.5875
4.0707,-2.0774,0.5846,0.5846
4.0675,-2.0816,0.5818,0.5818
4.0643,-2.0860,0.5789,0.5789
4.0611,-2.0903,0.5760,0.5760
