x,y,w_r,w_l
3.3586,0.0900,0.6000,0.6000
3.3636,0.0900,0.6000,0.6000
3.3686,0.0900,0.6000,0.6000
3.3736,0.0900,0.6000,0.6000
3.3786,0.0900,0.6000,0.6000
3.3836,0.0900,0.6000,0.6000
3.3886,0.0900,0.6000,0.6000
3.3936,0.0900,0.6000,0.6000
3.3986,0.0900,0.6000,0.6000
3.4036,0.0900,0.6000,0.6000
3.4086,0.0900,0.6000,0.6000
3.4136,0.0900,0.6000,0.6000
3.4186,0.0900,0.6000,0.6000
3.4236,0.0900,0.6000,0.6000
3.4286,0.0900,0.6000,0.6000
3.4336,0.0900,0.6000,0.6000
3.4386,0.0900,0.6000,0.6000
3.4436,0.0900,0.6000,0.6000
3.4486,0.0900,0.6000,0.6000
3.4536,0.0900,0.6000,0.6000
3.4586,0.0900,0.6000,0.6000
3.4636,0.0900,0.6000,0.6000
3.4686,0.0900,0.6000,0.6000
3.4736,0.0900,0.6000,0.6000
3.4786,0.0900,0.6000,0.6000
3.4836,0.0900,0.6000,0.6000
3.4886,0.0900,0.6000,0.6000
3.4936,0.0900,0.6000,0.6000
3.4986,0.0900,0.6000,0.6000
3.5036,0.0900,0.6000,0.6000
3.5086,0.0900,0.6000,0.6000
3.5136,0.0900,0.6000,0.6000
3.5186,0.0900,0.6000,0.6000
3.5236,0.0900,0.6000,0.6000
3.5286,0.0900,0.6000,0.6000
3.5336,0.0900,0.6000,0.6000
3.5386,0.0900,0.6000,0.6000
3.5436,0.0900,0.6000,0.6000
3.5486,0.0900,0.6000,0.6000
3.5536,0.0900,0.6000,0.6000
3.5586,0.0900,0.6000,0.6000
3.5636,0.0900,0.6000,0.6000
3.5686,0.0900,0.6000,0.6000
3.5736,0.0900,0.6000,0.6000
3.5786,0.0900,0.6000,0.6000
3.5836,0.0900,0.6000,0.6000
3.5886,0.0900,0.6000,0.6000
3.5936,0.0900,0.6000,0.6000
3.5986,0.0900,0.6000,0.6000
3.6036,0.0900,0.6000,0.6000
3.6086,0.0900,0.6000,0.6000
3.6136,0.0900,0.6000,0.6000
3.6186,0.0900,0.6000,0.6000
3.6236,0.0900,0.6000,0.6000
3.6286,0.0900,0.6000,0.6000
3.6336,0.0900,0.6000,0.6000
3.6386,0.0900,0.6000,0.6000
3.6436,0.0900,0.6000,0.6000
3.6486,0.0900,0.6000,0.6000
3.6536,0.0900,0.6000,0.6000
3.6586,0.0900,0.6000,0.6000
3.6636,0.0900,0.6000,0.6000
3.6686,0.0900,0.6000,0.6000
3.6736,0.0900,0.6000,0.6000
3.6786,0.0900,0.6000,0.6000
3.6836,0.0900,0.6000,0.6000
3.6886,0.0900,0.6000,0.6000
3.6936,0.0900,0.6000,0.6000
3.6986,0.0900,0.6000,0.6000
3.7036,0.0900,0.6000,0.6000
3.7086,0.0900,0.6000,0.6000
3.7136,0.0900,0.6000,0.6000
3.7186,0.0900,0.6000,0.6000
3.7236,0.0900,0.6000,0.6000
3.7286,0.0900,0.6000,0.6000
3.7336,0.0900,0.6000,0.6000
3.7386,0.0900,0.6000,0.6000
3.7436,0.0900,0.6000,0.6000
3.7486,0.0900,0.6000,0.6000
3.7536,0.0900,0.6000,0.6000
3.7586,0.0900,0.6000,0.6000
3.7637,0.0900,0.6000,0.6000
3.7687,0.0900,0.6000,0.6000
3.7737,0.0900,0.6000,0.6000
3.7787,0.0900,0.6000,0.6000
3.7837,0.0900,0.6000,0.6000
3.7887,0.0900,0.6000,0.6000
3.7937,0.0900,0.6000,0.6000
3.7987,0.0900,0.6000,0.6000
3.8037,0.0900,0.6000,0.6000
3.8087,0.0900,0.6000,0.6000
3.8137,0.0900,0.6000,0.6000
3.8187,0.0900,0.6000,0.6000
3.8237,0.0900,0.6000,0.6000
3.8287,0.0900,0.6000,0.6000
3.8337,0.0900,0.6000,0.6000
3.8387,0.0900,0.6000,0.6000
3.8437,0.0900,0.6000,0.6000
3.8487,0.0900,0.6000,0.6000
3.8537,0.0900,0.6000,0.6000
3.8587,0.0900,0.6000,0.6000
3.8637,0.0900,0.6000,0.6000
3.8687,0.0900,0.6000,0.6000
3.8737,0.0900,0.6000,0.6000
3.8787,0.0900,0.6000,0.6000
3.8837,0.0900,0.6000,0.6000
3.8887,0.0900,0.6000,0.6000
3.8937,0.0900,0.6000,0.6000
3.8987,0.0900,0.6000,0.6000
3.9037,0.0900,0.6000,0.6000
3.9087,0.0900,0.6000,0.6000
3.9137,0.0900,0.6000,0.6000
3.9187,0.0900,0.6000,0.6000
3.9237,0.0900,0.6000,0.6000
3.9287,0.0900,0.6000,0.6000
3.9337,0.0900,0.6000,0.6000
3.9387,0.0900,0.6000,0.6000
3.9437,0.0900,0.6000,0.6000
3.9487,0.0900,0.6000,0.6000
3.9537,0.0900,0.6000,0.6000
3.9587,0.0900,0.6000,0.6000
3.9637,0.0900,0.6000,0.6000
3.9687,0.0900,0.6000,0.6000
3.9737,0.0900,0.6000,0.6000
3.9787,0.0900,0.6000,0.6000
3.9837,0.0900,0.6000,0.6000
3.9887,0.0900,0.6000,0.6000
3.9937,0.0900,0.6000,0.6000
3.9987,0.0900,0.6000,0.6000
4.0037,0.0900,0.6000,0.6000
4.0087,0.0900,0.6000,0.6000
4.0137,0.0900,0.6000,0.6000
4.0187,0.0900,0.6000,0.6000
4.0237,0.0900,0.6000,0.6000
4.0287,0.0900,0.6000,0.6000
4.0337,0.0900,0.6000,0.6000
4.0387,0.0900,0.6000,0.6000
4.0437,0.0900,0.6000,0.6000
4.0487,0.0900,0.6000,0.6000
4.0537,0.0900,0.6000,0.6000
4.0587,0.0900,0.6000,0.6000
4.0637,0.0900,0.6000,0.6000
4.0687,0.0900,0.6000,0.6000
4.0737,0.0900,0.6000,0.6000
4.0787,0.0900,0.6000,0.6000
4.0837,0.0900,0.6000,0.6000
4.0887,0.0900,0.6000,0.6000
4.0937,0.0900,0.6000,0.6000
4.0987,0.0900,0.6000,0.6000
4.1037,0.0900,0.6000,0.6000
4.1087,0.0900,0.6000,0.6000
4.1137,0.0900,0.6000,0.6000
4.1187,0.0900,0.6000,0.6000
4.1237,0.0900,0.6000,0.6000
4.1287,0.0900,0.6000,0.6000
4.1337,0.0900,0.6000,0.6000
4.1387,0.0900,0.6000,0.6000
4.1437,0.0900,0.6000,0.6000
4.1487,0.0900,0.6000,0.6000
4.1537,0.0900,0.6000,0.6000
4.1587,0.0900,0.6000,0.6000
4.1637,0.0900,0.6000,0.6000
4.1687,0.0900,0.6000,0.6000
4.1737,0.0900,0.6000,0.6000
4.1787,0.0900,0.6000,0.6000
4.1837,0.0900,0.6000,0.6000
4.1887,0.0900,0.6000,0.6000
4.1937,0.0900,0.6000,0.6000
4.1987,0.0900,0.6000,0.6000
4.2037,0.0900,0.6000,0.6000
4.2087,0.0900,0.6000,0.6000
4.2137,0.0900,0.6000,0.6000
4.2187,0.0900,0.6000,0.6000
4.2237,0.0900,0.6000,0.6000
4.2287,0.0900,0.6000,0.6000
4.2337,0.0900,0.6000,0.6000
4.2387,0.0900,0.6000,0.6000
4.2437,0.0900,0.6000,0.6000
4.2488,0.0900,0.6000,0.6000
4.2538,0.0900,0.6000,0.6000
4.2588,0.0900,0.6000,0.6000
4.2638,0.0900,0.6000,0.6000
4.2688,0.0900,0.6000,0.6000
4.2738,0.0900,0.6000,0.6000
4.2788,0.0900,0.6000,0.6000
4.2838,0.0900,0.6000,0.6000
4.2888,0.0900,0.6000,0.6000
4.2938,0.0900,0.6000,0.6000
4.2988,0.0900,0.6000,0.6000
4.3038,0.0900,0.6000,0.6000
4.3088,0.0900,0.6000,0.6000
4.3138,0.0900,0.6000,0.6000
4.3188,0.0900,0.6000,0.6000
4.3238,0.0900,0.6000,0.6000
4.3288,0.0900,0.6000,0.6000
4.3338,0.0900,0.6000,0.6000
4.3388,0.0900,0.6000,0.6000
4.3438,0.0900,0.6000,0.6000
4.3488,0.0900,0.6000,0.6000
4.3538,0.0900,0.6000,0.6000
4.3588,0.0900,0.6000,0.6000
4.3638,0.0900,0.6000,0.6000
4.3688,0.0900,0.6000,0.6000
4.3738,0.0900,0.6000,0.6000
4.3788,0.0900,0.6000,0.6000
4.3838,0.0900,0.6000,0.6000
4.3888,0.0900,0.6000,0.6000
4.3938,0.0900,0.6000,0.6000
4.3988,0.0900,0.6000,0.6000
4.4038,0.0900,0.6000,0.6000
4.4088,0.0900,0.6000,0.6000
4.4138,0.0900,0.6000,0.6000
4.4188,0.0900,0.6000,0.6000
4.4238,0.0900,0.6000,0.6000
4.4288,0.0900,0.6000,0.6000
4.4338,0.0900,0.6000,0.6000
4.4388,0.0900,0.6000,0.6000
4.4438,0.0900,0.6000,0.6000
4.4488,0.0900,0.6000,0.6000
4.4538,0.0900,0.6000,0.6000
4.4588,0.0900,0.6000,0.6000
4.4638,0.0900,0.6000,0.6000
4.4688,0.0900,0.6000,0.6000
4.4738,0.0900,0.6000,0.6000
4.4788,0.0900,0.6000,0.6000
4.4838,0.0900,0.6000,0.6000
4.4888,0.0900,0.6000,0.6000
4.4938,0.0900,0.6000,0.6000
4.4988,0.0900,0.6000,0.6000
4.5038,0.0900,0.6000,0.6000
4.5088,0.0900,0.6000,0.6000
4.5138,0.0900,0.6000,0.6000
4.5188,0.0900,0.6000,0.6000
4.5238,0.0900,0.6000,0.6000
4.5288,0.0900,0.6000,0.6000
4.5338,0.0900,0.6000,0.6000
4.5388,0.0900,0.6000,0.6000
4.5438,0.0900,0.6000,0.6000
4.5488,0.0900,0.6000,0.6000
4.5538,0.0900,0.6000,0.6000
4.5588,0.0900,0.6000,0.6000
4.5638,0.0900,0.6000,0.6000
4.5688,0.0900,0.6000,0.6000
4.5738,0.0900,0.6000,0.6000
4.5788,0.0900,0.6000,0.6000
4.5838,0.0900,0.6000,0.6000
4.5888,0.0900,0.6000,0.6000
4.5938,0.0900,0.6000,0.6000
4.5988,0.0900,0.6000,0.6000
4.6038,0.0900,0.6000,0.6000
4.6088,0.0900,0.6000,0.6000
4.6138,0.0899,0.6000,0.6000
4.6188,0.0899,0.6000,0.6000
4.6238,0.0899,0.6000,0.6000
4.6288,0.0899,0.6000,0.6000
4.6338,0.0900,0.6000,0.6000
4.6388,0.0900,0.6000,0.6000
4.6438,0.0900,0.6000,0.6000
4.6489,0.0901,0.6000,0.6000
4.6539,0.0901,0.6000,0.6000
4.6589,0.0902,0.6000,0.6000
4.6639,0.0902,0.6000,0.6000
4.6689,0.0902,0.6000,0.6000
4.6739,0.0902,0.6000,0.6000
4.6789,0.0902,0.6000,0.6000
4.6839,0.0901,0.6000,0.6000
4.6889,0.0900,0.6000,0.6000
4.6938,0.0899,0.6000,0.6000
4.6987,0.0897,0.6000,0.6000
4.7036,0.0895,0.6000,0.6000
4.7086,0.0893,0.6000,0.6000
4.7135,0.0892,0.6000,0.6000
4.7185,0.0891,0.6000,0.6000
4.7235,0.0891,0.6000,0.6000
4.7285,0.0892,0.6000,0.6000
4.7336,0.0895,0.6000,0.6000
4.7388,0.0899,0.6000,0.6000
4.7440,0.0904,0.6000,0.6000
4.7493,0.0911,0.6000,0.6000
4.7546,0.0918,0.6000,0.6000
4.7599,0.0925,0.6000,0.6000
4.7651,0.0930,0.6000,0.6000
4.7702,0.0933,0.6000,0.6000
4.7752,0.0932,0.6000,0.6000
4.7800,0.0928,0.6000,0.6000
4.7847,0.0919,0.6000,0.6000
4.7890,0.0904,0.6000,0.6000
4.7932,0.0883,0.6001,0.6001
4.7970,0.0856,0.6003,0.6003
4.8007,0.0823,0.6004,0.6004
4.8042,0.0787,0.6006,0.6006
4.8076,0.0748,0.6007,0.6007
4.8108,0.0706,0.6008,0.6008
4.8140,0.0663,0.6010,0.6010
4.8173,0.0620,0.6011,0.6011
4.8205,0.0577,0.6013,0.6013
4.8238,0.0536,0.6014,0.6014
4.8272,0.0498,0.6016,0.6016
4.8308,0.0463,0.6017,0.6017
4.8345,0.0433,0.6019,0.6019
4.8385,0.0408,0.6020,0.6020
4.8427,0.0389,0.6025,0.6025
4.8472,0.0377,0.6031,0.6031
4.8519,0.0370,0.6037,0.6037
4.8568,0.0367,0.6043,0.6043
4.8618,0.0368,0.6050,0.6050
4.8670,0.0372,0.6056,0.6056
4.8722,0.0378,0.6062,0.6062
4.8775,0.0384,0.6068,0.6068
4.8828,0.0392,0.6074,0.6074
4.8881,0.0398,0.6081,0.6081
4.8933,0.0403,0.6089,0.6089
4.8984,0.0406,0.6099,0.6099
4.9035,0.0408,0.6110,0.6110
4.9085,0.0409,0.6120,0.6120
4.9135,0.0409,0.6130,0.6130
4.9185,0.0408,0.6140,0.6140
4.9234,0.0406,0.6150,0.6150
4.9284,0.0404,0.6161,0.6161
4.9333,0.0402,0.6171,0.6171
4.9382,0.0401,0.6181,0.6181
4.9432,0.0399,0.6194,0.6194
4.9481,0.0398,0.6208,0.6208
4.9531,0.0398,0.6222,0.6222
4.9581,0.0398,0.6236,0.6236
4.9631,0.0398,0.6250,0.6250
4.9681,0.0398,0.6264,0.6264
4.9731,0.0398,0.6278,0.6278
4.9781,0.0399,0.6292,0.6292
4.9832,0.0399,0.6306,0.6306
4.9882,0.0400,0.6320,0.6320
4.9932,0.0400,0.6336,0.6336
4.9982,0.0400,0.6353,0.6353
5.0032,0.0401,0.6371,0.6371
5.0082,0.0401,0.6388,0.6388
5.0132,0.0401,0.6406,0.6406
5.0182,0.0401,0.6424,0.6424
5.0232,0.0400,0.6441,0.6441
5.0282,0.0400,0.6459,0.6459
5.0332,0.0400,0.6476,0.6476
5.0382,0.0400,0.6494,0.6494
5.0432,0.0400,0.6500,0.6500
5.0482,0.0400,0.6500,0.6500
5.0532,0.0400,0.6500,0.6500
5.0582,0.0400,0.6500,0.6500
5.0632,0.0400,0.6500,0.6500
5.0682,0.0400,0.6500,0.6500
5.0732,0.0400,0.6500,0.6500
5.0782,0.0400,0.6500,0.6500
5.0832,0.0400,0.6500,0.6500
5.0882,0.0400,0.6500,0.6500
5.0932,0.0400,0.6500,0.6500
5.0982,0.0400,0.6500,0.6500
5.1032,0.0400,0.6500,0.6500
5.1082,0.0400,0.6500,0.6500
5.1132,0.0400,0.6500,0.6500
5.1182,0.0400,0.6500,0.6500
5.1232,0.0400,0.6500,0.6500
5.1282,0.0400,0.6500,0.6500
5.1332,0.0400,0.6500,0.6500
5.1382,0.0400,0.6500,0.6500
5.1432,0.0400,0.6500,0.6500
5.1482,0.0400,0.6500,0.6500
5.1532,0.0400,0.6500,0.6500
5.1582,0.0400,0.6500,0.6500
5.1632,0.0400,0.6500,0.6500
5.1682,0.0400,0.6500,0.6500
5.1732,0.0400,0.6500,0.6500
5.1782,0.0400,0.6500,0.6500
5.1832,0.0400,0.6500,0.6500
5.1882,0.0400,0.6500,0.6500
5.1932,0.0400,0.6500,0.6500
5.1982,0.0400,0.6500,0.6500
5.2032,0.0400,0.6500,0.6500
5.2082,0.0400,0.6500,0.6500
5.2132,0.0400,0.6500,0.6500
5.2182,0.0400,0.6500,0.6500
5.2232,0.0400,0.6500,0.6500
5.2282,0.0400,0.6500,0.6500
5.2332,0.0400,0.6500,0.6500
5.2382,0.0400,0.6500,0.6500
5.2432,0.0400,0.6500,0.6500
5.2482,0.0400,0.6500,0.6500
5.2533,0.0400,0.6500,0.6500
5.2583,0.0400,0.6500,0.6500
5.2633,0.0400,0.6500,0.6500
5.2683,0.0400,0.6500,0.6500
5.2733,0.0400,0.6500,0.6500
5.2783,0.0400,0.6500,0.6500
5.2833,0.0400,0.6500,0.6500
5.2883,0.0400,0.6500,0.6500
5.2933,0.0400,0.6500,0.6500
5.2983,0.0400,0.6500,0.6500
5.3033,0.0400,0.6500,0.6500
5.3083,0.0400,0.6500,0.6500
5.3133,0.0400,0.6500,0.6500
5.3183,0.0400,0.6500,0.6500
5.3233,0.0400,0.6500,0.6500
5.3283,0.0400,0.6500,0.6500
5.3333,0.0400,0.6500,0.6500
5.3383,0.0400,0.6500,0.6500
5.3433,0.0400,0.6500,0.6500
5.3483,0.0400,0.6500,0.6500
5.3533,0.0400,0.6500,0.6500
5.3583,0.0400,0.6500,0.6500
5.3633,0.0399,0.6500,0.6500
5.3682,0.0399,0.6500,0.6500
5.3733,0.0399,0.6500,0.6500
5.3783,0.0399,0.6500,0.6500
5.3833,0.0400,0.6500,0.6500
5.3883,0.0400,0.6500,0.6500
5.3933,0.0400,0.6500,0.6500
5.3983,0.0401,0.6500,0.6500
5.4033,0.0401,0.6500,0.6500
5.4084,0.0402,0.6500,0.6500
5.4134,0.0402,0.6500,0.6500
5.4184,0.0402,0.6500,0.6500
5.4234,0.0402,0.6500,0.6500
5.4284,0.0402,0.6500,0.6500
5.4333,0.0401,0.6500,0.6500
5.4383,0.0400,0.6500,0.6500
5.4432,0.0399,0.6500,0.6500
5.4482,0.0397,0.6500,0.6500
5.4531,0.0395,0.6500,0.6500
5.4580,0.0394,0.6500,0.6500
5.4630,0.0392,0.6500,0.6500
5.4679,0.0391,0.6500,0.6500
5.4729,0.0391,0.6500,0.6500
5.4780,0.0392,0.6500,0.6500
5.4831,0.0395,0.6500,0.6500
5.4882,0.0398,0.6500,0.6500
5.4935,0.0404,0.6500,0.6500
5.4987,0.0410,0.6500,0.6500
5.5040,0.0418,0.6500,0.6500
5.5093,0.0424,0.6500,0.6500
5.5145,0.0429,0.6500,0.6500
5.5197,0.0433,0.6500,0.6500
5.5247,0.0433,0.6500,0.6500
5.5295,0.0429,0.6500,0.6500
5.5342,0.0420,0.6500,0.6500
5.5386,0.0406,0.6500,0.6500
5.5427,0.0386,0.6523,0.6523
5.5466,0.0359,0.6559,0.6559
5.5503,0.0327,0.6594,0.6594
5.5538,0.0291,0.6630,0.6630
5.5572,0.0252,0.6665,0.6665
5.5605,0.0211,0.6700,0.6700
5.5637,0.0168,0.6736,0.6736
5.5669,0.0125,0.6771,0.6771
5.5701,0.0082,0.6806,0.6806
5.5734,0.0041,0.6842,0.6842
5.5768,0.0002,0.6877,0.6877
5.5804,-0.0033,0.6912,0.6912
5.5841,-0.0064,0.6948,0.6948
5.5880,-0.0090,0.6983,0.6983
5.5922,-0.0109,0.7000,0.7000
5.5967,-0.0123,0.7000,0.7000
5.6014,-0.0130,0.7000,0.7000
5.6062,-0.0133,0.7000,0.7000
5.6113,-0.0133,0.7000,0.7000
5.6164,-0.0129,0.7000,0.7000
5.6216,-0.0124,0.7000,0.7000
5.6269,-0.0117,0.7000,0.7000
5.6322,-0.0110,0.7000,0.7000
5.6375,-0.0103,0.7000,0.7000
5.6427,-0.0097,0.7000,0.7000
5.6479,-0.0093,0.7000,0.7000
5.6530,-0.0091,0.7000,0.7000
5.6581,-0.0089,0.7000,0.7000
5.6631,-0.0089,0.7000,0.7000
5.6680,-0.0090,0.7000,0.7000
5.6730,-0.0091,0.7000,0.7000
5.6779,-0.0094,0.7000,0.7000
5.6828,-0.0096,0.7000,0.7000
5.6877,-0.0099,0.7000,0.7000
5.6926,-0.0101,0.7000,0.7000
5.6975,-0.0104,0.7000,0.7000
5.7024,-0.0107,0.7000,0.7000
5.7073,-0.0109,0.7000,0.7000
5.7122,-0.0110,0.7000,0.7000
5.7172,-0.0111,0.7000,0.7000
5.7222,-0.0110,0.7000,0.7000
5.7273,-0.0109,0.7000,0.7000
5.7324,-0.0106,0.7000,0.7000
5.7375,-0.0102,0.7000,0.7000
5.7428,-0.0097,0.7000,0.7000
5.7481,-0.0090,0.7000,0.7000
5.7534,-0.0083,0.7000,0.7000
5.7586,-0.0076,0.7000,0.7000
5.7639,-0.0070,0.7000,0.7000
5.7690,-0.0067,0.7000,0.7000
5.7740,-0.0067,0.7000,0.7000
5.7789,-0.0070,0.7000,0.7000
5.7836,-0.0078,0.7000,0.7000
5.7880,-0.0092,0.7000,0.7000
5.7922,-0.0111,0.7019,0.7019
5.7961,-0.0137,0.7054,0.7054
5.7998,-0.0168,0.7090,0.7090
5.8034,-0.0204,0.7125,0.7125
5.8067,-0.0243,0.7160,0.7160
5.8100,-0.0284,0.7196,0.7196
5.8133,-0.0327,0.7231,0.7231
5.8165,-0.0370,0.7266,0.7266
5.8197,-0.0413,0.7302,0.7302
5.8230,-0.0454,0.7337,0.7337
5.8264,-0.0493,0.7372,0.7372
5.8299,-0.0529,0.7408,0.7408
5.8336,-0.0561,0.7443,0.7443
5.8375,-0.0587,0.7478,0.7478
5.8417,-0.0607,0.7500,0.7500
5.8461,-0.0621,0.7500,0.7500
5.8507,-0.0630,0.7500,0.7500
5.8556,-0.0633,0.7500,0.7500
5.8606,-0.0633,0.7500,0.7500
5.8657,-0.0630,0.7500,0.7500
5.8710,-0.0624,0.7500,0.7500
5.8762,-0.0618,0.7500,0.7500
5.8815,-0.0611,0.7500,0.7500
5.8868,-0.0604,0.7500,0.7500
5.8921,-0.0598,0.7500,0.7500
5.8972,-0.0594,0.7500,0.7500
5.9023,-0.0591,0.7500,0.7500
5.9074,-0.0590,0.7500,0.7500
5.9124,-0.0589,0.7500,0.7500
5.9174,-0.0590,0.7500,0.7500
5.9223,-0.0591,0.7500,0.7500
5.9273,-0.0593,0.7500,0.7500
5.9322,-0.0596,0.7500,0.7500
5.9370,-0.0598,0.7500,0.7500
5.9419,-0.0601,0.7500,0.7500
5.9468,-0.0604,0.7500,0.7500
5.9517,-0.0606,0.7500,0.7500
5.9566,-0.0608,0.7500,0.7500
5.9616,-0.0610,0.7500,0.7500
5.9665,-0.0611,0.7500,0.7500
5.9715,-0.0611,0.7500,0.7500
5.9766,-0.0609,0.7500,0.7500
5.9817,-0.0607,0.7500,0.7500
5.9869,-0.0603,0.7500,0.7500
5.9921,-0.0598,0.7500,0.7500
5.9974,-0.0591,0.7500,0.7500
6.0027,-0.0584,0.7500,0.7500
6.0080,-0.0577,0.7500,0.7500
6.0132,-0.0571,0.7500,0.7500
6.0183,-0.0567,0.7500,0.7500
6.0234,-0.0566,0.7500,0.7500
6.0283,-0.0569,0.7500,0.7500
6.0330,-0.0577,0.7500,0.7500
6.0374,-0.0589,0.7500,0.7500
6.0417,-0.0608,0.7500,0.7500
6.0456,-0.0634,0.7500,0.7500
6.0493,-0.0664,0.7500,0.7500
6.0529,-0.0699,0.7500,0.7500
6.0563,-0.0738,0.7500,0.7500
6.0596,-0.0779,0.7500,0.7500
6.0628,-0.0821,0.7500,0.7500
6.0661,-0.0865,0.7500,0.7500
6.0693,-0.0907,0.7500,0.7500
6.0726,-0.0949,0.7500,0.7500
6.0759,-0.0989,0.7500,0.7500
6.0794,-0.1025,0.7500,0.7500
6.0831,-0.1057,0.7500,0.7500
6.0870,-0.1084,0.7500,0.7500
6.0911,-0.1105,0.7500,0.7500
6.0955,-0.1119,0.7500,0.7500
6.1001,-0.1128,0.7500,0.7500
6.1050,-0.1133,0.7500,0.7500
6.1100,-0.1133,0.7500,0.7500
6.1151,-0.1130,0.7500,0.7500
6.1203,-0.1125,0.7500,0.7500
6.1256,-0.1118,0.7500,0.7500
6.1309,-0.1111,0.7500,0.7500
6.1361,-0.1104,0.7500,0.7500
6.1414,-0.1099,0.7500,0.7500
6.1465,-0.1095,0.7500,0.7500
6.1516,-0.1092,0.7500,0.7500
6.1567,-0.1091,0.7500,0.7500
6.1617,-0.1091,0.7500,0.7500
6.1667,-0.1092,0.7500,0.7500
6.1716,-0.1093,0.7500,0.7500
6.1765,-0.1095,0.7500,0.7500
6.1814,-0.1097,0.7500,0.7500
6.1864,-0.1099,0.7500,0.7500
6.1913,-0.1100,0.7500,0.7500
6.1963,-0.1101,0.7500,0.7500
6.2012,-0.1102,0.7500,0.7500
6.2062,-0.1102,0.7500,0.7500
6.2112,-0.1102,0.7500,0.7500
6.2162,-0.1102,0.7500,0.7500
6.2213,-0.1102,0.7500,0.7500
6.2263,-0.1101,0.7500,0.7500
6.2313,-0.1101,0.7500,0.7500
6.2363,-0.1100,0.7500,0.7500
6.2413,-0.1100,0.7500,0.7500
6.2464,-0.1100,0.7502,0.7502
6.2514,-0.1099,0.7504,0.7504
6.2564,-0.1099,0.7505,0.7505
6.2614,-0.1099,0.7507,0.7507
6.2664,-0.1099,0.7509,0.7509
6.2714,-0.1100,0.7510,0.7510
6.2764,-0.1100,0.7512,0.7512
6.2814,-0.1100,0.7514,0.7514
6.2863,-0.1100,0.7515,0.7515
6.2913,-0.1100,0.7518,0.7518
6.2963,-0.1100,0.7523,0.7523
6.3013,-0.1100,0.7528,0.7528
6.3063,-0.1100,0.7533,0.7533
6.3113,-0.1100,0.7538,0.7538
6.3163,-0.1100,0.7543,0.7543
6.3213,-0.1100,0.7548,0.7548
6.3264,-0.1100,0.7553,0.7553
6.3314,-0.1100,0.7558,0.7558
6.3364,-0.1100,0.7563,0.7563
6.3414,-0.1100,0.7569,0.7569
6.3464,-0.1100,0.7577,0.7577
6.3514,-0.1100,0.7585,0.7585
6.3564,-0.1100,0.7593,0.7593
6.3614,-0.1100,0.7601,0.7601
6.3664,-0.1100,0.7610,0.7610
6.3714,-0.1100,0.7618,0.7618
6.3764,-0.1100,0.7626,0.7626
6.3814,-0.1100,0.7634,0.7634
6.3864,-0.1100,0.7643,0.7643
6.3914,-0.1100,0.7652,0.7652
6.3964,-0.1100,0.7663,0.7663
6.4014,-0.1100,0.7674,0.7674
6.4064,-0.1100,0.7686,0.7686
6.4114,-0.1100,0.7697,0.7697
6.4164,-0.1100,0.7708,0.7708
6.4214,-0.1100,0.7720,0.7720
6.4264,-0.1100,0.7731,0.7731
6.4314,-0.1100,0.7742,0.7742
6.4364,-0.1100,0.7754,0.7754
6.4414,-0.1100,0.7766,0.7766
6.4464,-0.1100,0.7780,0.7780
6.4514,-0.1100,0.7795,0.7795
6.4564,-0.1100,0.7809,0.7809
6.4614,-0.1100,0.7823,0.7823
6.4664,-0.1100,0.7838,0.7838
6.4714,-0.1100,0.7852,0.7852
6.4764,-0.1100,0.7867,0.7867
6.4814,-0.1100,0.7881,0.7881
6.4864,-0.1100,0.7895,0.7895
6.4914,-0.1100,0.7908,0.7908
6.4964,-0.1100,0.7918,0.7918
6.5014,-0.1100,0.7927,0.7927
6.5064,-0.1100,0.7937,0.7937
6.5114,-0.1100,0.7946,0.7946
6.5164,-0.1100,0.7955,0.7955
6.5214,-0.1100,0.7965,0.7965
6.5264,-0.1100,0.7974,0.7974
6.5314,-0.1100,0.7984,0.7984
6.5364,-0.1100,0.7993,0.7993
6.5414,-0.1100,0.8000,0.8000
6.5464,-0.1100,0.8000,0.8000
6.5514,-0.1100,0.8000,0.8000
6.5564,-0.1100,0.8000,0.8000
6.5614,-0.1100,0.8000,0.8000
6.5664,-0.1100,0.8000,0.8000
6.5714,-0.1100,0.8000,0.8000
6.5764,-0.1100,0.8000,0.8000
6.5814,-0.1100,0.8000,0.8000
6.5864,-0.1100,0.8000,0.8000
6.5914,-0.1100,0.8000,0.8000
6.5964,-0.1100,0.8000,0.8000
6.6014,-0.1100,0.8000,0.8000
6.6064,-0.1100,0.8000,0.8000
6.6114,-0.1100,0.8000,0.8000
6.6164,-0.1100,0.8000,0.8000
6.6214,-0.1100,0.8000,0.8000
6.6264,-0.1100,0.8000,0.8000
6.6314,-0.1100,0.8000,0.8000
6.6364,-0.1100,0.8000,0.8000
6.6414,-0.1100,0.8000,0.8000
6.6464,-0.1100,0.8000,0.8000
6.6514,-0.1100,0.8000,0.8000
6.6564,-0.1100,0.8000,0.8000
6.6614,-0.1100,0.8000,0.8000
6.6664,-0.1100,0.8000,0.8000
6.6714,-0.1100,0.8000,0.8000
6.6764,-0.1100,0.8000,0.8000
6.6814,-0.1100,0.8000,0.8000
6.6864,-0.1100,0.8000,0.8000
6.6914,-0.1100,0.8000,0.8000
6.6964,-0.1100,0.8000,0.8000
6.7014,-0.1100,0.8000,0.8000
6.7064,-0.1100,0.8000,0.8000
